title,cast,crew
Legion,"[{'cast_id': 1, 'character': 'Michael', 'credit_id': '52fe4454c3a368484e01cf65', 'gender': 2, 'id': 6162, 'name': 'Paul Bettany', 'order': 0}, {'cast_id': 2, 'character': 'Bob Hanson', 'credit_id': '52fe4454c3a368484e01cf69', 'gender': 2, 'id': 6065, 'name': 'Dennis Quaid', 'order': 1}, {'cast_id': 5, 'character': 'Gabriel', 'credit_id': '52fe4454c3a368484e01cf75', 'gender': 2, 'id': 79072, 'name': 'Kevin Durand', 'order': 2}]","[{'credit_id': '534f9032c3a3681cae0008ce', 'department': 'Costume & Make-Up', 'gender': 1, 'id': 3962, 'job': 'Costume Design', 'name': 'Wendy Partridge'}, {'credit_id': '52fe4454c3a368484e01cfe9', 'department': 'Production', 'gender': 2, 'id': 7415, 'job': 'Casting', 'name': 'Rick Montgomery'}, {'credit_id': '52fe4454c3a368484e01cfe3', 'department': 'Editing', 'gender': 2, 'id': 11410, 'job': 'Editor', 'name': 'Steven Kemper'}]"
Pain & Gain,"[{'cast_id': 6, 'character': 'Daniel Lugo', 'credit_id': '52fe4bcdc3a368484e199c6b', 'gender': 2, 'id': 13240, 'name': 'Mark Wahlberg', 'order': 0}, {'cast_id': 8, 'character': 'Paul Doyle', 'credit_id': '52fe4bcdc3a368484e199c73', 'gender': 2, 'id': 18918, 'name': 'Dwayne Johnson', 'order': 1}, {'cast_id': 11, 'character': 'Adrian Doorbal', 'credit_id': '52fe4bcdc3a368484e199c7f', 'gender': 2, 'id': 53650, 'name': 'Anthony Mackie', 'order': 2}]","[{'credit_id': '52fe4bcdc3a368484e199d03', 'department': 'Production', 'gender': 1, 'id': 2215, 'job': 'Casting', 'name': 'Denise Chamian'}, {'credit_id': '52fe4bcdc3a368484e199c91', 'department': 'Directing', 'gender': 2, 'id': 865, 'job': 'Director', 'name': 'Michael Bay'}, {'credit_id': '52fe4bcdc3a368484e199cd3', 'department': 'Production', 'gender': 2, 'id': 865, 'job': 'Producer', 'name': 'Michael Bay'}]"
In Good Company,"[{'cast_id': 1, 'character': 'Carter Duryea', 'credit_id': '52fe431fc3a36847f803c1c9', 'gender': 2, 'id': 17052, 'name': 'Topher Grace', 'order': 0}, {'cast_id': 3, 'character': 'Alex Foreman', 'credit_id': '52fe431fc3a36847f803c1d3', 'gender': 1, 'id': 1245, 'name': 'Scarlett Johansson', 'order': 1}, {'cast_id': 4, 'character': 'Dan Foreman', 'credit_id': '52fe431fc3a36847f803c1d7', 'gender': 2, 'id': 6065, 'name': 'Dennis Quaid', 'order': 2}]","[{'credit_id': '52fe431fc3a36847f803c207', 'department': 'Camera', 'gender': 2, 'id': 1251, 'job': 'Director of Photography', 'name': 'Remi Adefarasin'}, {'credit_id': '52fe431fc3a36847f803c213', 'department': 'Production', 'gender': 2, 'id': 1593, 'job': 'Casting', 'name': 'Joseph Middleton'}, {'credit_id': '52fe431fc3a36847f803c1f5', 'department': 'Production', 'gender': 0, 'id': 3288, 'job': 'Producer', 'name': 'Chris Weitz'}]"
Clockstoppers,"[{'cast_id': 4, 'character': 'Zak Gibbs', 'credit_id': '52fe46319251416c75070503', 'gender': 2, 'id': 17772, 'name': 'Jesse Bradford', 'order': 0}, {'cast_id': 5, 'character': 'Francesca', 'credit_id': '52fe46319251416c75070507', 'gender': 1, 'id': 21124, 'name': 'Paula Garcés', 'order': 1}, {'cast_id': 6, 'character': 'Dr. Gibbs', 'credit_id': '52fe46319251416c7507050b', 'gender': 2, 'id': 41465, 'name': 'Robin Thomas', 'order': 2}]","[{'credit_id': '54afed0cc3a3683fba00443d', 'department': 'Sound', 'gender': 2, 'id': 3687, 'job': 'Sound Effects Editor', 'name': 'Harry Cohen'}, {'credit_id': '52fe46319251416c75070529', 'department': 'Production', 'gender': 1, 'id': 869, 'job': 'Producer', 'name': 'Gale Anne Hurd'}, {'credit_id': '54afeab79251414aee001cc2', 'department': 'Editing', 'gender': 2, 'id': 2033, 'job': 'Editor', 'name': 'Peter E. Berger'}]"
Silverado,"[{'cast_id': 1, 'character': 'Paden', 'credit_id': '52fe444e9251416c75030147', 'gender': 2, 'id': 8945, 'name': 'Kevin Kline', 'order': 0}, {'cast_id': 2, 'character': 'Emmett', 'credit_id': '52fe444e9251416c7503014b', 'gender': 2, 'id': 349, 'name': 'Scott Glenn', 'order': 1}, {'cast_id': 3, 'character': 'Jake', 'credit_id': '52fe444e9251416c7503014f', 'gender': 2, 'id': 1269, 'name': 'Kevin Costner', 'order': 2}]","[{'credit_id': '52fe444e9251416c75030187', 'department': 'Camera', 'gender': 2, 'id': 1527, 'job': 'Director of Photography', 'name': 'John Bailey'}, {'credit_id': '52fe444e9251416c75030163', 'department': 'Writing', 'gender': 2, 'id': 8844, 'job': 'Screenplay', 'name': 'Lawrence Kasdan'}, {'credit_id': '52fe444e9251416c7503015d', 'department': 'Directing', 'gender': 2, 'id': 8844, 'job': 'Director', 'name': 'Lawrence Kasdan'}]"
Brothers,"[{'cast_id': 43, 'character': 'Sam Cahill', 'credit_id': '5301ec7a925141218c285708', 'gender': 2, 'id': 2219, 'name': 'Tobey Maguire', 'order': 0}, {'cast_id': 44, 'character': 'Tommy Cahill', 'credit_id': '5301ec9292514121922b855f', 'gender': 2, 'id': 131, 'name': 'Jake Gyllenhaal', 'order': 1}, {'cast_id': 45, 'character': 'Grace Cahill', 'credit_id': '5301eca7925141219828af30', 'gender': 1, 'id': 524, 'name': 'Natalie Portman', 'order': 2}]","[{'credit_id': '52fe447dc3a36847f8099251', 'department': 'Sound', 'gender': 2, 'id': 153, 'job': 'Original Music Composer', 'name': 'Thomas Newman'}, {'credit_id': '52fe447dc3a36847f8099293', 'department': 'Production', 'gender': 1, 'id': 2952, 'job': 'Casting', 'name': 'Avy Kaufman'}, {'credit_id': '52fe447dc3a36847f8099209', 'department': 'Writing', 'gender': 1, 'id': 1011, 'job': 'Writer', 'name': 'Susanne Bier'}]"
Agent Cody Banks 2: Destination London,"[{'cast_id': 1, 'character': 'Cody Banks', 'credit_id': '52fe47019251416c7508ae2d', 'gender': 2, 'id': 51391, 'name': 'Frankie Muniz', 'order': 0}, {'cast_id': 2, 'character': 'Derek Bowman', 'credit_id': '52fe47029251416c7508ae31', 'gender': 2, 'id': 18471, 'name': 'Anthony Anderson', 'order': 1}, {'cast_id': 3, 'character': 'Emily Sommers', 'credit_id': '52fe47029251416c7508ae35', 'gender': 1, 'id': 35865, 'name': 'Hannah Spearritt', 'order': 2}]","[{'credit_id': '52fe47029251416c7508ae3b', 'department': 'Directing', 'gender': 2, 'id': 36083, 'job': 'Director', 'name': 'Kevin Allen'}, {'credit_id': '555e3f9b9251417e620007e0', 'department': 'Writing', 'gender': 2, 'id': 58144, 'job': 'Writer', 'name': 'Don Rhymer'}]"
New Year's Eve,"[{'cast_id': 3, 'character': 'Stan Harris', 'credit_id': '52fe468fc3a368484e0976dd', 'gender': 2, 'id': 380, 'name': 'Robert De Niro', 'order': 0}, {'cast_id': 4, 'character': 'Laura Carrington', 'credit_id': '52fe468fc3a368484e0976e1', 'gender': 1, 'id': 25541, 'name': 'Katherine Heigl', 'order': 1}, {'cast_id': 5, 'character': 'Randy', 'credit_id': '52fe468fc3a368484e0976e5', 'gender': 2, 'id': 18976, 'name': 'Ashton Kutcher', 'order': 2}]","[{'credit_id': '52fe468fc3a368484e0976d3', 'department': 'Directing', 'gender': 2, 'id': 1201, 'job': 'Director', 'name': 'Garry Marshall'}, {'credit_id': '579d0379925141066e001081', 'department': 'Sound', 'gender': 0, 'id': 68016, 'job': 'Orchestrator', 'name': 'Kevin Kaska'}, {'credit_id': '52fe468fc3a368484e0976d9', 'department': 'Writing', 'gender': 1, 'id': 68308, 'job': 'Writer', 'name': 'Katherine Fugate'}]"
Original Sin,"[{'cast_id': 17, 'character': 'Julia Russell/Bonnie Castle', 'credit_id': '52fe4330c3a36847f8041327', 'gender': 1, 'id': 11701, 'name': 'Angelina Jolie', 'order': 0}, {'cast_id': 11, 'character': 'Luis Antonio Vargas', 'credit_id': '52fe4330c3a36847f804130f', 'gender': 2, 'id': 3131, 'name': 'Antonio Banderas', 'order': 1}, {'cast_id': 12, 'character': 'Colonel Worth', 'credit_id': '52fe4330c3a36847f8041313', 'gender': 2, 'id': 21142, 'name': 'Gregory Itzin', 'order': 2}]","[{'credit_id': '52fe4330c3a36847f80412ff', 'department': 'Camera', 'gender': 2, 'id': 275, 'job': 'Director of Photography', 'name': 'Rodrigo Prieto'}, {'credit_id': '52fe4330c3a36847f8041335', 'department': 'Production', 'gender': 1, 'id': 1899, 'job': 'Producer', 'name': 'Denise Di Novi'}, {'credit_id': '52fe4330c3a36847f80412f9', 'department': 'Sound', 'gender': 2, 'id': 5287, 'job': 'Original Music Composer', 'name': 'Terence Blanchard'}]"
The Raven,"[{'cast_id': 3, 'character': 'Edgar Allan Poe', 'credit_id': '52fe47f8c3a368484e0e337f', 'gender': 2, 'id': 3036, 'name': 'John Cusack', 'order': 0}, {'cast_id': 4, 'character': 'Detective Emmett Fields', 'credit_id': '52fe47f8c3a368484e0e3383', 'gender': 2, 'id': 114019, 'name': 'Luke Evans', 'order': 1}, {'cast_id': 2, 'character': 'Emily', 'credit_id': '52fe47f8c3a368484e0e337b', 'gender': 1, 'id': 59860, 'name': 'Alice Eve', 'order': 2}]","[{'credit_id': '559fdb4dc3a3680d5b0000a6', 'department': 'Production', 'gender': 1, 'id': 1113, 'job': 'Casting', 'name': 'Lucinda Syson'}, {'credit_id': '52fe47f8c3a368484e0e33ad', 'department': 'Production', 'gender': 2, 'id': 554, 'job': 'Producer', 'name': 'Aaron Ryder'}, {'credit_id': '52fe47f8c3a368484e0e33d1', 'department': 'Editing', 'gender': 0, 'id': 971, 'job': 'Editor', 'name': 'Niven Howie'}]"
Welcome to Mooseport,"[{'cast_id': 1, 'character': ""Harold 'Handy' Harrison"", 'credit_id': '52fe46eb9251416c75087f99', 'gender': 2, 'id': 15757, 'name': 'Ray Romano', 'order': 0}, {'cast_id': 2, 'character': 'Monroe ""Eagle"" Cole', 'credit_id': '52fe46eb9251416c75087f9d', 'gender': 2, 'id': 193, 'name': 'Gene Hackman', 'order': 1}, {'cast_id': 3, 'character': 'Grace Sutherland', 'credit_id': '52fe46eb9251416c75087fa1', 'gender': 1, 'id': 4726, 'name': 'Marcia Gay Harden', 'order': 2}]","[{'credit_id': '5906db98c3a3684a6802b083', 'department': 'Sound', 'gender': 2, 'id': 4500, 'job': 'Original Music Composer', 'name': 'John Debney'}, {'credit_id': '54ad87d392514150a700011f', 'department': 'Writing', 'gender': 2, 'id': 2691, 'job': 'Screenplay', 'name': 'Tom Schulman'}, {'credit_id': '5906dbc5c3a3684ab402c786', 'department': 'Art', 'gender': 2, 'id': 3286, 'job': 'Production Design', 'name': 'David Chapman'}]"
Highlander: The Final Dimension,"[{'cast_id': 1, 'character': ""Connor 'The Highlander' MacLeod"", 'credit_id': '52fe448dc3a36847f809c693', 'gender': 2, 'id': 38559, 'name': 'Christopher Lambert', 'order': 0}, {'cast_id': 2, 'character': 'Kane', 'credit_id': '52fe448dc3a36847f809c697', 'gender': 2, 'id': 16214, 'name': 'Mario Van Peebles', 'order': 1}, {'cast_id': 3, 'character': 'Alex Johnson / Sarah', 'credit_id': '52fe448dc3a36847f809c69b', 'gender': 1, 'id': 13549, 'name': 'Deborah Kara Unger', 'order': 2}]","[{'credit_id': '53f635eac3a36833f400402f', 'department': 'Writing', 'gender': 2, 'id': 22007, 'job': 'Story', 'name': 'Brad Mirman'}, {'credit_id': '53f635dac3a368340b00409c', 'department': 'Writing', 'gender': 0, 'id': 32870, 'job': 'Screenplay', 'name': 'Paul Ohl'}, {'credit_id': '58c14e47c3a3687e00005222', 'department': 'Crew', 'gender': 2, 'id': 42177, 'job': 'Cinematography', 'name': 'Steven Chivers'}]"
Blood and Wine,"[{'cast_id': 1, 'character': 'Alex Gates', 'credit_id': '52fe44919251416c910154f7', 'gender': 2, 'id': 514, 'name': 'Jack Nicholson', 'order': 0}, {'cast_id': 2, 'character': 'Jason', 'credit_id': '52fe44919251416c910154fb', 'gender': 2, 'id': 10822, 'name': 'Stephen Dorff', 'order': 1}, {'cast_id': 3, 'character': ""Gabriela 'Gabby'"", 'credit_id': '52fe44919251416c910154ff', 'gender': 1, 'id': 16866, 'name': 'Jennifer Lopez', 'order': 2}]","[{'credit_id': '532813d19251411a22001e36', 'department': 'Production', 'gender': 1, 'id': 1221, 'job': 'Casting', 'name': 'Dianne Crittenden'}, {'credit_id': '5328147a9251411a17001c68', 'department': 'Production', 'gender': 2, 'id': 2384, 'job': 'Executive Producer', 'name': 'Bernard Williams'}, {'credit_id': '5328146a9251411a05001f0f', 'department': 'Production', 'gender': 2, 'id': 3056, 'job': 'Producer', 'name': 'Jeremy Thomas'}]"
Snow White: A Tale of Terror,"[{'cast_id': 1, 'character': 'Lady Claudia Hoffman', 'credit_id': '52fe44dbc3a36847f80ae153', 'gender': 1, 'id': 10205, 'name': 'Sigourney Weaver', 'order': 0}, {'cast_id': 2, 'character': 'Lord Friedrich Hoffman', 'credit_id': '52fe44dbc3a36847f80ae157', 'gender': 2, 'id': 4783, 'name': 'Sam Neill', 'order': 1}, {'cast_id': 3, 'character': ""Lilliana 'Lilly' Hoffman"", 'credit_id': '52fe44dbc3a36847f80ae15b', 'gender': 1, 'id': 18315, 'name': 'Monica Keena', 'order': 2}]","[{'credit_id': '57792629c3a368145c000906', 'department': 'Camera', 'gender': 2, 'id': 371, 'job': 'Camera Operator', 'name': 'Bill Coe'}, {'credit_id': '5779255992514102fe000857', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 606, 'job': 'Costume Design', 'name': 'Charles Knode'}, {'credit_id': '577923b4c3a36815500008fc', 'department': 'Art', 'gender': 0, 'id': 7790, 'job': 'Art Direction', 'name': 'Peter Russell'}]"
The Curse of the Jade Scorpion,"[{'cast_id': 18, 'character': 'Chris Magruder', 'credit_id': '52fe436cc3a36847f805339f', 'gender': 2, 'id': 707, 'name': 'Dan Aykroyd', 'order': 0}, {'cast_id': 6, 'character': 'Betty Ann Fitzgerald', 'credit_id': '52fe436cc3a36847f805336f', 'gender': 1, 'id': 9994, 'name': 'Helen Hunt', 'order': 1}, {'cast_id': 5, 'character': 'CW Briggs', 'credit_id': '52fe436cc3a36847f805336b', 'gender': 2, 'id': 1243, 'name': 'Woody Allen', 'order': 2}]","[{'credit_id': '52fe436dc3a36847f805343d', 'department': 'Production', 'gender': 1, 'id': 1046, 'job': 'Casting', 'name': 'Juliet Taylor'}, {'credit_id': '52fe436cc3a36847f8053355', 'department': 'Directing', 'gender': 2, 'id': 1243, 'job': 'Director', 'name': 'Woody Allen'}, {'credit_id': '52fe436cc3a36847f805335b', 'department': 'Writing', 'gender': 2, 'id': 1243, 'job': 'Screenplay', 'name': 'Woody Allen'}]"
Accidental Love,"[{'cast_id': 0, 'character': 'Howard Birdwell', 'credit_id': '54ac3000c3a3680c2100a1e2', 'gender': 2, 'id': 131, 'name': 'Jake Gyllenhaal', 'order': 1}, {'cast_id': 1, 'character': 'Alice Eckle', 'credit_id': '54ac3446c3a368235200438c', 'gender': 1, 'id': 10860, 'name': 'Jessica Biel', 'order': 2}, {'cast_id': 2, 'character': 'Scott', 'credit_id': '54ac344f925141634300147c', 'gender': 2, 'id': 11006, 'name': 'James Marsden', 'order': 3}]","[{'credit_id': '58682bf89251414e75003289', 'department': 'Art', 'gender': 1, 'id': 5389, 'job': 'Production Design', 'name': 'Judy Becker'}, {'credit_id': '58682e679251414e7800340e', 'department': 'Art', 'gender': 2, 'id': 13933, 'job': 'Art Direction', 'name': 'Dennis Bradford'}, {'credit_id': '54dbe70d9251415a0d0021b2', 'department': 'Directing', 'gender': 2, 'id': 17883, 'job': 'Director', 'name': 'David O. Russell'}]"
Flipper,"[{'cast_id': 1, 'character': 'Sandy Ricks', 'credit_id': '52fe45e19251416c91041a6b', 'gender': 2, 'id': 109, 'name': 'Elijah Wood', 'order': 0}, {'cast_id': 2, 'character': 'Porter Ricks', 'credit_id': '52fe45e19251416c91041a6f', 'gender': 2, 'id': 57147, 'name': 'Paul Hogan', 'order': 1}, {'cast_id': 4, 'character': 'Dirk Moran', 'credit_id': '52fe45e19251416c91041a79', 'gender': 2, 'id': 783, 'name': 'Jonathan Banks', 'order': 2}]","[{'credit_id': '546379a80e0a2678100024c1', 'department': 'Writing', 'gender': 2, 'id': 129941, 'job': 'Screenplay', 'name': 'Alan Shapiro'}, {'credit_id': '52fe45e19251416c91041a75', 'department': 'Directing', 'gender': 2, 'id': 129941, 'job': 'Director', 'name': 'Alan Shapiro'}]"
Self/less,"[{'cast_id': 1, 'character': 'Young Damian', 'credit_id': '52fe4e80c3a36847f829494b', 'gender': 2, 'id': 10859, 'name': 'Ryan Reynolds', 'order': 0}, {'cast_id': 2, 'character': 'Damian', 'credit_id': '52fe4e80c3a36847f829494f', 'gender': 2, 'id': 2282, 'name': 'Ben Kingsley', 'order': 1}, {'cast_id': 3, 'character': 'Madeline', 'credit_id': '52fe4e80c3a36847f8294953', 'gender': 1, 'id': 76511, 'name': 'Natalie Martinez', 'order': 2}]","[{'credit_id': '564083d69251417052000d64', 'department': 'Art', 'gender': 1, 'id': 11079, 'job': 'Set Decoration', 'name': 'Cindy Carr'}, {'credit_id': '55e04e18c3a3684b4a00246d', 'department': 'Production', 'gender': 1, 'id': 5914, 'job': 'Casting', 'name': 'Mary Vernieu'}, {'credit_id': '564086b2c3a368505b000da8', 'department': 'Sound', 'gender': 0, 'id': 6745, 'job': 'Music Editor', 'name': 'Richard Henderson'}]"
The Constant Gardener,"[{'cast_id': 11, 'character': 'Justin Quayle', 'credit_id': '52fe4328c3a36847f803ec67', 'gender': 2, 'id': 5469, 'name': 'Ralph Fiennes', 'order': 0}, {'cast_id': 12, 'character': 'Tessa Quayle', 'credit_id': '52fe4328c3a36847f803ec6b', 'gender': 1, 'id': 3293, 'name': 'Rachel Weisz', 'order': 1}, {'cast_id': 13, 'character': 'Sandy Woodrow', 'credit_id': '52fe4328c3a36847f803ec6f', 'gender': 2, 'id': 6413, 'name': 'Danny Huston', 'order': 2}]","[{'credit_id': '52fe4328c3a36847f803ec45', 'department': 'Sound', 'gender': 2, 'id': 405, 'job': 'Original Music Composer', 'name': 'Alberto Iglesias'}, {'credit_id': '52fe4328c3a36847f803ec5d', 'department': 'Art', 'gender': 2, 'id': 2071, 'job': 'Production Design', 'name': 'Mark Tildesley'}, {'credit_id': '52fe4328c3a36847f803ecb9', 'department': 'Production', 'gender': 2, 'id': 4584, 'job': 'Executive Producer', 'name': 'Robert Jones'}]"
The Passion of the Christ,"[{'cast_id': 27, 'character': 'Jesus', 'credit_id': '52fe425ec3a36847f8018d81', 'gender': 2, 'id': 8767, 'name': 'Jim Caviezel', 'order': 0}, {'cast_id': 28, 'character': 'Maria', 'credit_id': '52fe425ec3a36847f8018d85', 'gender': 1, 'id': 8768, 'name': 'Maia Morgenstern', 'order': 1}, {'cast_id': 31, 'character': 'Maria Magdalena', 'credit_id': '52fe425ec3a36847f8018d91', 'gender': 1, 'id': 28782, 'name': 'Monica Bellucci', 'order': 2}]","[{'credit_id': '52fe425ec3a36847f8018d11', 'department': 'Sound', 'gender': 2, 'id': 4500, 'job': 'Original Music Composer', 'name': 'John Debney'}, {'credit_id': '52fe425ec3a36847f8018ce7', 'department': 'Directing', 'gender': 2, 'id': 2461, 'job': 'Director', 'name': 'Mel Gibson'}, {'credit_id': '52fe425ec3a36847f8018ced', 'department': 'Production', 'gender': 2, 'id': 2461, 'job': 'Producer', 'name': 'Mel Gibson'}]"
Mrs. Doubtfire,"[{'cast_id': 20, 'character': 'Daniel Hillard / Mrs. Doubtfire', 'credit_id': '52fe4276c3a36847f80209bb', 'gender': 2, 'id': 2157, 'name': 'Robin Williams', 'order': 0}, {'cast_id': 21, 'character': 'Miranda Hillard', 'credit_id': '52fe4276c3a36847f80209bf', 'gender': 1, 'id': 35, 'name': 'Sally Field', 'order': 1}, {'cast_id': 22, 'character': 'Stuart Dunmeyer', 'credit_id': '52fe4276c3a36847f80209c3', 'gender': 2, 'id': 517, 'name': 'Pierce Brosnan', 'order': 2}]","[{'credit_id': '52fe4276c3a36847f80209a5', 'department': 'Art', 'gender': 2, 'id': 794, 'job': 'Production Design', 'name': 'Angelo P. Graham'}, {'credit_id': '52fe4276c3a36847f8020987', 'department': 'Sound', 'gender': 2, 'id': 117, 'job': 'Original Music Composer', 'name': 'Howard Shore'}, {'credit_id': '52fe4276c3a36847f802098d', 'department': 'Camera', 'gender': 2, 'id': 1095, 'job': 'Director of Photography', 'name': 'Donald McAlpine'}]"
Rain Man,"[{'cast_id': 4, 'character': 'Raymond Babbitt', 'credit_id': '52fe423cc3a36847f800e8b7', 'gender': 2, 'id': 4483, 'name': 'Dustin Hoffman', 'order': 0}, {'cast_id': 5, 'character': 'Charlie Babbitt', 'credit_id': '52fe423cc3a36847f800e8bb', 'gender': 2, 'id': 500, 'name': 'Tom Cruise', 'order': 1}, {'cast_id': 6, 'character': 'Susanna', 'credit_id': '52fe423cc3a36847f800e8bf', 'gender': 1, 'id': 3124, 'name': 'Valeria Golino', 'order': 2}]","[{'credit_id': '52fe423cc3a36847f800e92d', 'department': 'Sound', 'gender': 2, 'id': 947, 'job': 'Original Music Composer', 'name': 'Hans Zimmer'}, {'credit_id': '55e5df80c3a3686299000342', 'department': 'Art', 'gender': 1, 'id': 602, 'job': 'Set Decoration', 'name': 'Linda DeScenna'}, {'credit_id': '52fe423cc3a36847f800e93f', 'department': 'Production', 'gender': 2, 'id': 949, 'job': 'Casting', 'name': 'Louis DiGiaimo'}]"
Gran Torino,"[{'cast_id': 1, 'character': 'Walt Kowalski', 'credit_id': '52fe454f9251416c750523ff', 'gender': 2, 'id': 190, 'name': 'Clint Eastwood', 'order': 0}, {'cast_id': 12, 'character': 'Father Janovich', 'credit_id': '52fe45509251416c7505242b', 'gender': 2, 'id': 74308, 'name': 'Christopher Carley', 'order': 1}, {'cast_id': 13, 'character': 'Tao Vang Lor', 'credit_id': '52fe45509251416c7505242f', 'gender': 2, 'id': 74309, 'name': 'Bee Vang', 'order': 2}]","[{'credit_id': '52fe45509251416c75052449', 'department': 'Directing', 'gender': 2, 'id': 190, 'job': 'Director', 'name': 'Clint Eastwood'}, {'credit_id': '52fe45509251416c75052455', 'department': 'Production', 'gender': 2, 'id': 190, 'job': 'Producer', 'name': 'Clint Eastwood'}, {'credit_id': '57cc4ab4c3a36830ae00105a', 'department': 'Sound', 'gender': 2, 'id': 195, 'job': 'Orchestrator', 'name': 'Lennie Niehaus'}]"
W.,"[{'cast_id': 2, 'character': 'George W. Bush', 'credit_id': '52fe437f9251416c75012bdb', 'gender': 2, 'id': 16851, 'name': 'Josh Brolin', 'order': 0}, {'cast_id': 3, 'character': 'Laura Bush', 'credit_id': '52fe437f9251416c75012bdf', 'gender': 1, 'id': 9281, 'name': 'Elizabeth Banks', 'order': 1}, {'cast_id': 4, 'character': 'Barbara Bush', 'credit_id': '52fe437f9251416c75012be3', 'gender': 1, 'id': 9560, 'name': 'Ellen Burstyn', 'order': 2}]","[{'credit_id': '52fe437f9251416c75012bd7', 'department': 'Directing', 'gender': 2, 'id': 1152, 'job': 'Director', 'name': 'Oliver Stone'}, {'credit_id': '56bf599592514170aa0027d8', 'department': 'Production', 'gender': 0, 'id': 44741, 'job': 'Producer', 'name': 'Paul Hanson'}, {'credit_id': '56bf59a2c3a36817ef008c6c', 'department': 'Writing', 'gender': 2, 'id': 66189, 'job': 'Screenplay', 'name': 'Stanley Weiser'}]"
